date,issues
'2020-04-21 11:32:29',337
'2020-04-22 09:57:07',338
'2020-04-27 20:59:37',339
'2020-04-27 23:20:09',340
'2020-04-30 16:07:07',341
'2020-05-14 12:04:45',342
'2020-05-14 22:41:24',343
'2020-05-18 14:35:14',344
'2020-05-25 23:32:22',345
'2020-05-25 23:32:22',346
'2020-05-27 09:05:04',347
'2020-05-27 22:51:35',348
'2020-05-28 12:09:11',349
'2020-05-28 19:02:37',350
'2020-05-29 10:08:35',351
'2020-06-03 06:31:41',352
'2020-06-03 17:08:46',353
'2020-06-04 21:16:30',354
'2020-06-04 21:16:30',355
'2020-06-08 19:06:09',356
'2020-06-08 19:06:09',357
'2020-06-09 09:33:56',358
'2020-06-09 13:09:20',359
'2020-06-11 15:14:44',360
'2020-06-11 15:47:09',361
'2020-06-14 11:59:38',362
'2020-06-14 11:59:38',363
'2020-06-19 09:03:10',364
'2020-06-25 14:08:59',365
'2020-06-25 14:08:59',366
'2020-07-01 09:52:08',367
'2020-07-05 12:15:42',368
'2020-07-06 10:23:16',369
'2020-07-06 13:41:43',370
'2020-07-11 01:58:50',371
'2020-07-12 00:00:00',371
'2020-07-14 13:02:16',372
'2020-07-15 12:16:24',373
'2020-07-15 12:16:24',374
'2020-07-15 15:16:33',375
'2020-07-15 15:37:23',376
'2020-07-17 03:42:36',377
'2020-07-19 03:09:27',378
'2020-07-21 04:48:03',379
'2020-07-21 12:22:55',380
'2020-07-22 11:12:31',381
'2020-07-22 13:05:59',382
'2020-07-23 12:02:00',383
'2020-07-30 08:07:47',384
'2020-07-30 08:07:47',385
'2020-07-30 08:07:47',386
'2020-07-30 14:18:15',387
'2020-07-30 20:07:13',388
'2020-08-06 10:23:56',389
'2020-08-06 16:11:25',390
'2020-08-06 16:11:25',391
'2020-08-15 00:15:42',392
'2020-08-17 08:15:38',393
'2020-08-18 08:06:34',394
'2020-08-30 00:00:00',394
'2020-08-30 00:00:00',394
'2020-08-30 00:00:00',394
'2020-08-30 17:13:05',395
'2020-08-30 17:13:05',396
'2020-08-31 08:22:34',397
'2020-08-31 08:22:34',398
'2020-08-31 08:22:34',399
'2020-09-01 01:54:03',400
'2020-09-01 10:48:13',401
'2020-09-01 14:56:17',402
'2020-09-02 21:30:00',403
'2020-09-03 15:56:54',404
'2020-09-04 08:18:26',405
'2020-09-05 20:28:21',406
'2020-09-09 09:48:40',407
'2020-09-10 05:56:41',408
'2020-09-10 05:56:41',409
'2020-09-10 05:56:41',410
'2020-09-11 07:14:07',411
'2020-09-14 03:58:54',412
'2020-09-14 11:13:19',413
'2020-09-14 11:13:19',414
'2020-09-15 12:05:25',415
'2020-09-24 10:51:32',416
'2020-09-26 19:24:20',417
'2020-09-26 19:24:20',418
'2020-09-26 19:24:20',419
'2020-09-29 16:00:56',420
'2020-09-30 10:52:39',421
'2020-10-02 22:07:28',422
'2020-10-04 23:51:23',423
'2020-10-06 14:08:35',424
'2020-10-07 11:02:23',425
'2020-10-07 11:02:23',426
'2020-10-07 11:02:23',427
'2020-10-12 20:54:49',428
'2020-10-13 07:35:35',429
'2020-10-14 08:56:33',430
'2020-10-14 11:26:53',431
'2020-10-15 19:01:22',432
'2020-10-16 03:51:55',433
'2020-10-21 00:49:00',434
'2020-10-23 23:45:39',435
'2020-10-25 14:21:09',436
'2020-10-27 06:35:44',437
'2020-10-28 09:12:41',438
'2020-10-28 09:12:41',439
'2020-10-28 21:02:11',440
'2020-10-28 21:02:11',441
'2020-10-29 09:41:11',442
'2020-10-29 11:30:43',443
'2020-10-29 16:24:42',444
'2020-11-02 10:44:52',445
'2020-11-05 16:15:19',446
'2020-11-05 16:15:19',447
'2020-11-08 00:00:00',447
'2020-11-09 10:13:30',448
'2020-11-09 15:01:37',449
'2020-11-13 17:34:50',450
'2020-11-15 07:19:31',451
'2020-11-19 01:51:27',452
'2020-11-21 17:43:02',453
'2020-11-22 00:00:00',453
'2020-11-22 00:00:00',453
'2020-11-22 00:00:00',453
'2020-11-24 07:46:28',453
'2020-11-25 11:57:45',454
'2020-11-25 14:21:32',455
'2020-11-25 14:21:32',456
'2020-11-25 20:26:27',457
'2020-11-26 02:29:37',457
'2020-12-01 11:40:35',458
'2020-12-02 04:59:31',459
'2020-12-02 10:10:01',460
'2020-12-04 07:35:09',461
'2020-12-04 13:05:09',462
'2020-12-04 15:32:22',463
'2020-12-08 17:10:52',464
'2020-12-09 15:29:03',465
'2020-12-10 10:07:53',466
'2020-12-10 10:07:53',467
'2020-12-10 15:02:35',468
'2020-12-12 07:43:47',469
'2020-12-14 09:05:30',470
'2020-12-14 14:25:46',471
'2020-12-17 16:20:18',472
'2020-12-17 23:02:10',473
'2020-12-18 03:10:04',474
'2020-12-18 14:05:26',475
'2020-12-21 18:38:31',476
'2021-01-06 10:19:28',477
'2021-01-06 10:47:01',478
'2021-01-10 00:00:00',478
'2021-01-10 00:00:00',478
'2021-01-10 21:21:56',479
'2021-01-11 09:56:13',480
'2021-01-13 14:44:58',481
'2021-01-13 16:16:27',482
'2021-01-13 21:02:40',483
'2021-01-14 08:03:01',484
'2021-01-15 10:08:39',485
'2021-01-15 10:08:39',486
'2021-01-17 15:20:31',487
'2021-01-18 14:41:49',488
'2021-01-19 18:13:23',489
'2021-01-21 11:52:02',490
'2021-01-22 09:18:23',491
'2021-01-25 19:26:24',492
'2021-01-29 17:00:25',493
'2021-01-29 17:00:25',494
'2021-02-01 09:46:15',495
'2021-02-01 09:46:15',496
'2021-02-01 09:46:15',497
'2021-02-01 10:56:04',498
'2021-02-01 10:56:04',498
'2021-02-03 10:00:17',499
'2021-02-03 10:00:17',500
'2021-02-03 10:33:04',501
'2021-02-03 13:52:28',502
'2021-02-04 13:15:55',503
'2021-02-04 16:26:03',504
'2021-02-04 17:59:33',505
'2021-02-05 00:04:10',506
'2021-02-05 00:04:10',507
'2021-02-07 10:34:38',508
'2021-02-09 09:28:20',509
'2021-02-11 13:43:09',510
'2021-02-11 20:35:05',511
'2021-02-11 20:35:05',512
'2021-02-13 04:49:41',513
'2021-02-14 06:36:19',514
'2021-02-16 18:49:25',514
'2021-02-18 18:34:06',515
'2021-02-20 16:10:51',516
'2021-02-22 14:00:52',517
'2021-02-23 10:23:27',518
'2021-02-24 17:23:36',519
'2021-02-24 19:16:01',520
'2021-02-27 08:22:07',521
'2021-03-02 14:23:23',522
'2021-03-02 16:40:01',523
'2021-03-03 21:25:22',524
'2021-03-03 23:07:31',525
'2021-03-04 19:46:07',526
'2021-03-05 09:10:18',527
'2021-03-07 05:30:09',528
'2021-03-07 05:30:09',529
'2021-03-08 10:10:02',530
'2021-03-08 14:37:33',531
'2021-03-08 20:13:49',532
'2021-03-10 10:42:49',533
'2021-03-11 06:33:11',534
'2021-03-12 10:37:11',535
'2021-03-12 15:21:50',536
'2021-03-15 12:46:00',537
'2021-03-16 08:22:19',538
'2021-03-16 16:38:16',539
'2021-03-22 01:25:21',540
'2021-03-22 11:05:04',541
'2021-03-22 14:24:00',542
'2021-03-22 15:05:26',543
'2021-03-23 08:35:44',544
'2021-03-23 19:21:02',545
'2021-03-23 19:21:02',546
'2021-03-24 02:30:46',547
'2021-03-25 16:02:42',548
'2021-03-30 09:08:09',549
'2021-04-05 04:48:32',550
'2021-04-05 17:54:59',551
'2021-04-12 12:28:19',552
'2021-04-13 08:43:01',553
'2021-04-14 19:10:42',554
'2021-04-19 11:56:03',555
'2021-04-19 14:05:17',556
'2021-04-19 14:05:17',557
'2021-04-21 15:32:32',558
'2021-04-23 02:58:29',559
'2021-04-27 10:29:15',560
'2021-04-27 14:46:54',561
'2021-04-29 05:20:22',562
'2021-04-30 02:05:43',563
'2021-05-01 01:17:11',564
'2021-05-02 11:55:55',565
'2021-05-03 21:56:59',566
'2021-05-07 09:47:53',567
'2021-05-09 00:00:00',567
'2021-05-13 12:58:27',568
'2021-05-13 17:16:49',569
'2021-05-14 13:51:08',570
'2021-05-18 08:04:45',571
'2021-05-18 17:57:31',572
'2021-05-25 08:58:19',573
'2021-05-27 03:38:57',574
'2021-05-29 17:35:45',575
'2021-05-30 00:00:00',575
'2021-05-30 00:00:00',575
'2021-05-30 00:00:00',575
'2021-05-31 15:06:38',576
'2021-06-01 06:36:19',577
'2021-06-01 11:39:20',578
'2021-06-04 03:57:59',579
'2021-06-08 09:30:23',580
'2021-06-09 00:27:19',581
'2021-06-09 07:22:41',582
'2021-06-10 21:30:43',583
'2021-06-11 07:13:55',584
'2021-06-11 22:33:59',585
'2021-06-15 05:35:45',586
'2021-06-15 05:35:45',587
'2021-06-16 21:06:17',588
'2021-06-17 16:01:13',588
'2021-06-17 17:24:48',589
'2021-06-19 04:33:42',590
'2021-06-20 00:00:00',590
'2021-06-20 00:00:00',590
'2021-06-20 17:36:18',591
'2021-06-22 00:38:46',592
'2021-06-22 14:54:03',593
'2021-06-22 14:54:03',594
'2021-06-23 11:06:08',595
'2021-06-25 10:44:42',596
'2021-06-25 23:59:51',597
'2021-06-26 13:02:35',598
'2021-06-29 23:44:28',599
'2021-06-30 06:47:49',600
'2021-06-30 12:27:31',601
'2021-07-05 08:03:40',602
'2021-07-07 13:32:23',603
'2021-07-08 02:32:56',604
'2021-07-08 06:56:09',605
'2021-07-08 06:56:09',606
'2021-07-08 13:17:41',607
'2021-07-09 01:13:46',608
'2021-07-14 10:18:41',609
'2021-07-15 08:16:12',610
'2021-07-15 09:16:30',611
'2021-07-16 12:08:54',612
'2021-07-18 00:00:00',612
'2021-07-18 00:00:00',612
'2021-07-20 13:36:00',613
'2021-07-20 15:30:02',614
'2021-07-21 13:28:05',615
'2021-07-22 13:30:11',616
'2021-07-25 13:16:32',617
'2021-07-26 12:44:47',618
'2021-07-26 16:23:25',619
'2021-07-26 16:23:25',620
'2021-07-27 13:35:54',621
'2021-07-28 08:55:47',622
'2021-07-30 21:35:01',623
'2021-08-02 14:07:22',624
'2021-08-02 14:07:22',625
'2021-08-03 14:16:49',626
'2021-08-04 00:01:04',627
'2021-08-05 19:16:10',628
'2021-08-05 19:16:10',629
'2021-08-06 09:37:34',630
'2021-08-08 00:00:00',630
'2021-08-10 01:14:32',631
'2021-08-13 06:37:40',632
'2021-08-15 09:44:29',633
'2021-08-18 08:21:47',634
'2021-08-19 09:19:47',635
'2021-08-20 11:42:05',636
'2021-08-20 13:42:55',637
'2021-08-20 15:53:12',638
'2021-08-24 14:27:21',639
'2021-08-24 14:27:21',640
'2021-08-27 21:38:33',641
'2021-08-27 22:03:46',642
'2021-08-30 03:35:19',643
'2021-08-30 11:23:49',644
'2021-08-31 11:12:49',645
'2021-08-31 11:12:49',646
'2021-09-02 14:18:52',647
'2021-09-03 13:39:00',648
'2021-09-03 15:30:17',649
'2021-09-13 06:04:22',650
'2021-09-13 09:56:46',651
'2021-09-14 13:28:09',652
'2021-09-15 13:39:28',653
'2021-09-16 09:25:21',654
'2021-09-19 20:53:54',655
'2021-09-20 17:13:57',656
'2021-09-22 19:59:07',657
'2021-09-22 22:58:55',658
'2021-09-24 04:24:38',659
'2021-09-24 08:18:13',660
'2021-09-24 08:18:13',661
'2021-09-26 22:31:24',662
'2021-09-29 22:40:05',663
'2021-09-30 06:45:36',664
'2021-09-30 19:29:32',665
'2021-09-30 19:29:32',666
'2021-10-06 01:03:28',667
'2021-10-06 11:25:26',668
'2021-10-08 01:54:23',669
'2021-10-11 13:54:32',670
'2021-10-13 08:53:56',671
'2021-10-13 10:27:12',672
'2021-10-13 13:48:08',673
'2021-10-13 14:03:06',674
'2021-10-14 12:59:50',675
'2021-10-14 14:54:45',676
'2021-10-18 08:07:52',677
'2021-10-18 22:11:29',678
'2021-10-19 13:50:41',679
'2021-10-24 00:00:00',679
'2021-10-26 13:11:58',680
'2021-10-27 09:33:05',681
'2021-10-27 11:26:14',682
'2021-10-27 12:48:33',683
'2021-10-27 13:52:05',684
'2021-10-29 15:13:42',685
'2021-10-31 00:00:00',685
'2021-11-01 23:08:45',686
'2021-11-04 16:36:03',687
'2021-11-08 10:08:05',688
'2021-11-08 15:35:32',689
'2021-11-09 02:30:07',690
'2021-11-13 11:51:57',691
'2021-11-14 20:52:13',692
'2021-11-15 13:48:05',693
'2021-11-15 13:48:05',694
'2021-11-15 14:32:45',695
'2021-11-17 13:47:18',696
'2021-11-18 13:52:23',697
'2021-11-18 13:52:23',698
'2021-11-19 02:48:58',699
'2021-11-19 16:16:59',700
'2021-11-22 16:34:47',701
'2021-11-25 10:52:26',702
'2021-11-26 06:17:47',703
'2021-11-26 09:59:29',704
'2021-11-27 23:18:03',705
'2021-11-29 17:14:07',706
'2021-11-30 11:54:48',707
'2021-11-30 13:45:00',708
'2021-12-03 12:07:55',709
'2021-12-04 16:43:57',710
'2021-12-06 21:54:31',711
'2021-12-07 08:05:30',712
'2021-12-07 13:55:55',713
'2021-12-08 07:46:18',714
'2021-12-08 20:57:22',715
'2021-12-09 12:41:44',716
'2021-12-09 16:46:16',717
'2021-12-10 11:16:47',718
'2021-12-10 19:38:08',719
'2021-12-13 12:09:23',720
'2021-12-17 13:24:02',721
'2021-12-22 02:49:24',722
'2021-12-22 12:39:58',723
'2021-12-22 14:27:35',724
'2021-12-22 21:39:39',725
'2021-12-30 09:59:27',726
'2022-01-04 13:52:33',727
'2022-01-05 04:56:45',728
'2022-01-10 21:10:53',729
'2022-01-12 04:17:27',730
'2022-01-13 13:29:00',731
'2022-01-13 15:42:25',732
'2022-01-17 17:03:49',733
'2022-01-17 21:40:00',734
'2022-01-19 02:57:23',735
'2022-01-20 14:09:55',736
'2022-01-20 18:47:48',737
'2022-01-21 11:07:47',738
'2022-01-21 14:46:39',739
'2022-01-21 17:24:50',740
'2022-01-24 12:46:30',741
'2022-01-25 00:07:32',742
'2022-01-27 07:21:04',743
'2022-01-27 09:58:36',744
'2022-01-27 10:36:51',745
'2022-01-27 14:49:27',746
'2022-01-28 08:22:41',747
'2022-01-31 06:42:02',748
'2022-01-31 11:25:34',749
'2022-01-31 15:43:42',750
'2022-02-01 07:13:57',751
'2022-02-01 17:34:00',752
'2022-02-02 17:11:01',753
'2022-02-03 01:45:44',754
'2022-02-03 09:54:29',755
'2022-02-04 13:25:25',756
'2022-02-04 22:11:18',757
'2022-02-07 16:26:06',758
'2022-02-08 00:28:01',759
'2022-02-08 15:52:29',760
'2022-02-09 12:13:14',761
'2022-02-09 22:20:30',762
'2022-02-10 07:02:05',763
'2022-02-10 23:45:58',764
'2022-02-10 23:45:58',765
'2022-02-15 06:07:05',766
'2022-02-18 14:35:06',767
'2022-02-18 19:27:04',768
'2022-02-18 22:57:11',769
'2022-02-20 00:00:00',769
'2022-02-21 15:43:30',770
'2022-02-21 17:06:28',771
'2022-02-22 00:29:02',772
'2022-02-22 08:58:34',773
'2022-02-22 13:13:02',774
'2022-02-23 18:17:13',775
'2022-02-27 00:00:00',775
'2022-02-28 08:12:13',776
'2022-02-28 10:21:19',777
'2022-03-01 13:05:16',778
'2022-03-01 15:10:41',779
'2022-03-01 16:53:52',780
'2022-03-01 22:52:49',781
'2022-03-03 07:24:38',782
'2022-03-04 10:05:20',783
'2022-03-06 13:23:17',784
'2022-03-07 07:22:57',785
'2022-03-07 08:54:56',786
'2022-03-07 17:06:12',787
'2022-03-07 19:19:44',788
'2022-03-07 20:47:09',789
'2022-03-07 22:40:33',790
'2022-03-08 08:57:03',791
'2022-03-08 12:51:58',792
'2022-03-08 17:30:26',793
'2022-03-09 17:18:31',794
'2022-03-10 21:39:46',795
'2022-03-11 00:09:13',796
'2022-03-13 00:00:00',796
'2022-03-14 14:21:47',797
'2022-03-14 15:25:36',798
'2022-03-14 21:21:09',799
'2022-03-15 12:49:33',800
'2022-03-16 00:15:49',801
'2022-03-16 00:15:49',802
'2022-03-16 11:30:33',803
'2022-03-16 12:04:39',804
'2022-03-17 16:43:25',805
'2022-03-18 09:00:19',806
'2022-03-18 16:59:28',807
'2022-03-18 17:28:01',808
'2022-03-19 01:20:02',809
'2022-03-21 09:16:16',810
'2022-03-21 15:01:49',811
'2022-03-23 07:47:38',812
'2022-03-23 07:47:38',813
'2022-03-23 14:51:40',814
'2022-03-24 11:16:35',815
'2022-03-24 14:12:43',816
'2022-03-24 19:15:50',817
'2022-03-27 00:00:00',817
'2022-03-31 07:57:38',818
'2022-03-31 09:46:57',819
'2022-03-31 23:16:35',820
'2022-04-01 08:19:19',821
'2022-04-05 06:39:36',822
'2022-04-05 15:40:40',823
'2022-04-05 20:20:58',824
'2022-04-06 11:54:40',825
'2022-04-06 16:45:25',826
'2022-04-07 15:08:33',827
'2022-04-07 15:08:33',828
'2022-04-07 15:08:33',829
'2022-04-08 05:23:28',830
'2022-04-08 05:23:28',831
'2022-04-11 20:56:16',832
'2022-04-13 13:12:09',833
'2022-04-19 05:19:52',834
'2022-04-20 08:02:06',835
'2022-04-22 12:04:30',836
'2022-04-22 12:25:25',837
'2022-04-25 13:58:21',838
'2022-04-25 18:59:39',839
'2022-04-25 21:26:22',840
'2022-04-25 21:26:22',841
'2022-04-27 07:36:02',842
'2022-04-27 07:36:02',843
'2022-04-27 23:05:33',844
'2022-04-28 00:06:00',845
'2022-04-28 08:35:57',846
'2022-04-29 11:47:40',847
'2022-04-29 19:23:13',848
'2022-04-29 19:23:13',849
'2022-04-29 22:30:17',850
'2022-04-30 11:00:32',851
'2022-05-02 08:46:36',852
'2022-05-04 06:39:59',853
'2022-05-04 18:07:14',854
'2022-05-06 11:54:13',855
'2022-05-06 19:12:20',856
'2022-05-07 16:19:13',857
'2022-05-07 17:27:55',858
'2022-05-09 11:37:17',859
'2022-05-10 21:19:37',860
'2022-05-10 21:19:37',861
'2022-05-11 05:24:57',862
'2022-05-11 05:24:57',863
'2022-05-11 05:24:57',864
'2022-05-12 09:11:28',864
'2022-05-12 10:45:24',865
'2022-05-14 21:45:09',866
'2022-05-16 12:14:49',867
'2022-05-16 20:03:50',868
'2022-05-17 12:07:34',869
'2022-05-17 14:18:13',870
'2022-05-18 07:53:50',871
'2022-05-18 11:36:10',872
'2022-05-18 15:02:29',873
'2022-05-19 09:32:10',874
'2022-05-19 16:35:29',875
'2022-05-19 21:53:13',876
'2022-05-24 20:54:51',877
'2022-05-26 15:42:56',878
'2022-05-30 14:00:08',879
'2022-06-01 12:44:23',880
'2022-06-04 22:23:51',881
'2022-06-04 22:23:51',882
'2022-06-04 22:23:51',883
'2022-06-07 13:11:31',884
'2022-06-08 18:54:45',885
'2022-06-10 13:47:01',886
'2022-06-13 09:57:38',887
'2022-06-13 10:36:45',888
'2022-06-13 10:36:45',889
'2022-06-13 10:36:45',890
'2022-06-13 12:25:48',891
'2022-06-14 06:35:29',892
'2022-06-15 05:06:05',893
'2022-06-15 17:22:31',894
'2022-06-15 22:44:58',895
'2022-06-16 13:00:33',896
'2022-06-17 17:51:21',897
'2022-06-21 09:33:29',898
'2022-06-21 11:19:44',899
'2022-06-23 09:48:35',900
'2022-06-24 10:49:48',901
'2022-06-24 15:25:38',902
'2022-06-24 15:25:38',903
'2022-06-27 07:24:22',904
'2022-07-01 07:28:13',905
'2022-07-05 07:56:35',906
'2022-07-05 07:56:35',907
'2022-07-05 18:38:10',908
'2022-07-06 14:11:23',909
'2022-07-06 15:49:01',910
'2022-07-07 10:36:55',911
'2022-07-07 14:50:34',912
'2022-07-10 00:00:00',912
'2022-07-10 00:00:00',912
'2022-07-11 10:04:11',913
'2022-07-11 12:55:27',914
'2022-07-11 13:38:27',915
'2022-07-11 18:22:33',916
'2022-07-11 18:22:33',917
'2022-07-12 16:37:19',918
'2022-07-13 14:45:02',919
'2022-07-13 20:47:15',920
'2022-07-14 07:12:24',921
'2022-07-14 07:12:24',922
'2022-07-14 13:05:57',923
'2022-07-15 08:37:41',924
'2022-07-15 13:03:21',925
'2022-07-15 18:57:03',926
'2022-07-18 21:47:50',927
'2022-07-18 21:47:50',928
'2022-07-20 12:25:26',929
'2022-07-20 15:38:51',930
'2022-07-26 11:48:50',931
'2022-07-26 11:48:50',932
'2022-07-26 11:48:50',933
'2022-07-26 11:48:50',934
'2022-07-26 11:48:50',935
'2022-07-27 07:58:28',936
'2022-07-27 07:58:28',937
'2022-07-27 14:47:33',938
'2022-07-27 18:30:08',939
'2022-07-28 07:24:16',940
'2022-07-28 16:34:16',941
'2022-07-29 18:46:13',942
'2022-07-31 01:30:13',943
'2022-08-01 05:28:29',944
'2022-08-01 05:28:29',945
'2022-08-01 18:26:45',946
'2022-08-02 18:14:26',947
'2022-08-02 21:35:51',948
'2022-08-08 08:06:37',949
'2022-08-09 17:02:49',950
'2022-08-10 14:50:48',951
'2022-08-12 18:01:39',952
'2022-08-14 03:03:15',953
'2022-08-16 20:44:53',954
'2022-08-18 08:12:39',955
'2022-08-18 11:54:27',956
'2022-08-19 07:30:00',957
'2022-08-19 19:09:20',958
'2022-08-21 00:00:00',958
'2022-08-21 00:00:00',958
'2022-08-21 00:00:00',958
'2022-08-21 00:00:00',958
'2022-08-21 00:00:00',958
'2022-08-22 06:54:19',959
'2022-08-22 14:14:09',960
'2022-08-23 19:15:05',961
'2022-08-23 19:17:53',962
'2022-08-23 21:03:08',963
'2022-08-24 11:37:34',964
'2022-08-24 13:35:09',965
'2022-08-25 13:22:19',966
'2022-08-25 13:22:19',967
'2022-08-25 13:22:19',968
'2022-08-25 13:40:54',969
'2022-08-26 08:27:36',970
'2022-08-26 13:17:07',971
'2022-08-29 07:22:59',972
'2022-08-30 02:01:30',973
'2022-08-31 03:14:18',974
'2022-08-31 13:09:59',975
'2022-09-01 05:17:41',976
'2022-09-02 05:11:51',977
'2022-09-06 09:59:41',978
'2022-09-06 09:59:41',979
'2022-09-07 08:39:25',980
'2022-09-07 08:39:25',981
'2022-09-08 07:08:59',982
'2022-09-08 07:08:59',983
'2022-09-09 02:45:23',984
'2022-09-10 07:43:33',985
'2022-09-10 07:51:21',986
'2022-09-12 23:09:03',987
'2022-09-13 17:45:45',988
'2022-09-14 10:05:46',989
'2022-09-14 10:05:46',990
'2022-09-14 19:37:48',991
'2022-09-14 21:55:34',992
'2022-09-15 12:48:29',993
'2022-09-16 13:11:33',994
'2022-09-16 14:23:20',995
'2022-09-19 07:50:46',996
'2022-09-19 07:50:46',997
'2022-09-20 07:47:14',998
'2022-09-21 05:29:10',999
'2022-09-22 13:41:43',1000
'2022-09-23 03:41:46',1001
'2022-09-23 11:01:30',1002
'2022-09-23 16:13:12',1003
'2022-09-23 18:48:45',1004
'2022-09-23 23:17:31',1005
'2022-09-24 05:12:53',1006
'2022-09-26 12:19:08',1007
'2022-09-26 14:05:44',1008
'2022-09-27 07:19:19',1009
'2022-09-27 15:41:53',1010
'2022-09-27 15:41:53',1011
'2022-09-29 08:14:08',1012
'2022-09-30 12:49:24',1013
'2022-10-04 16:43:04',1014
'2022-10-04 16:43:04',1015
'2022-10-04 21:25:15',1016
'2022-10-05 13:25:50',1017
'2022-10-05 13:25:50',1018
'2022-10-05 13:33:50',1019
'2022-10-05 17:59:27',1020
'2022-10-05 19:01:25',1021
'2022-10-06 10:51:20',1022
'2022-10-06 11:40:16',1023
'2022-10-06 17:32:40',1024
'2022-10-07 15:30:43',1025
'2022-10-10 10:27:22',1026
'2022-10-10 12:06:19',1027
'2022-10-10 12:25:08',1028
'2022-10-10 12:32:21',1029
'2022-10-10 13:26:10',1030
'2022-10-10 13:52:26',1031
'2022-10-10 14:29:12',1032
'2022-10-10 15:38:45',1033
'2022-10-10 16:19:54',1034
'2022-10-10 16:34:50',1035
'2022-10-10 16:34:50',1036
'2022-10-11 08:08:39',1037
'2022-10-11 09:04:42',1038
'2022-10-11 10:57:50',1039
'2022-10-11 12:48:01',1040
'2022-10-12 09:05:41',1041
'2022-10-12 10:35:41',1042
'2022-10-12 16:45:50',1043
'2022-10-12 16:55:30',1044
'2022-10-12 21:22:04',1045
'2022-10-13 04:48:20',1046
'2022-10-13 09:39:56',1047
'2022-10-13 14:23:01',1048
'2022-10-13 23:29:25',1049
'2022-10-14 09:26:55',1050
'2022-10-14 13:34:37',1051
'2022-10-14 18:11:54',1052
'2022-10-17 09:46:30',1053
'2022-10-18 10:34:46',1054
'2022-10-18 13:25:17',1055
'2022-10-18 17:59:41',1056
'2022-10-18 17:59:41',1057
'2022-10-18 19:59:09',1058
'2022-10-19 14:19:01',1059
'2022-10-19 14:19:01',1060
'2022-10-19 14:19:01',1061
'2022-10-20 11:14:03',1062
'2022-10-20 15:03:19',1063
'2022-10-20 18:11:43',1064
'2022-10-21 07:25:53',1065
'2022-10-21 09:16:35',1066
'2022-10-21 15:28:06',1067
'2022-10-21 23:10:41',1068
'2022-10-23 20:09:20',1069
'2022-10-24 15:11:49',1070
'2022-10-25 06:49:47',1071
'2022-10-25 06:54:08',1072
'2022-10-26 16:04:00',1073
'2022-10-27 13:21:34',1074
'2022-10-28 13:56:48',1075
'2022-10-29 21:41:26',1076
'2022-10-29 21:41:26',1077
'2022-10-31 04:23:10',1078
'2022-10-31 10:48:56',1079
'2022-10-31 16:54:55',1080
'2022-11-02 15:03:35',1081
'2022-11-02 17:00:27',1082
'2022-11-02 17:00:27',1083
'2022-11-03 17:34:16',1084
'2022-11-04 05:52:14',1085
'2022-11-06 00:00:00',1085
'2022-11-06 00:00:19',1086
'2022-11-06 00:00:19',1087
'2022-11-06 19:51:20',1088
'2022-11-07 04:16:15',1089
'2022-11-07 14:24:56',1090
'2022-11-07 19:20:37',1091
'2022-11-08 03:12:58',1092
'2022-11-08 06:14:16',1093
'2022-11-09 15:57:29',1094
'2022-11-10 09:53:50',1095
'2022-11-10 13:20:29',1096
'2022-11-10 18:36:03',1097
'2022-11-14 14:56:48',1098
'2022-11-15 03:05:01',1099
'2022-11-15 11:42:33',1100
'2022-11-16 08:35:00',1101
'2022-11-16 08:35:00',1102
'2022-11-16 12:11:58',1103
'2022-11-16 12:46:07',1104
'2022-11-16 13:04:06',1105
'2022-11-16 13:04:06',1106
'2022-11-17 08:48:22',1107
'2022-11-17 10:37:24',1108
'2022-11-21 14:11:15',1109
'2022-11-22 14:23:52',1110
'2022-11-23 13:25:54',1111
'2022-11-23 20:03:11',1112
'2022-11-24 11:59:11',1113
'2022-11-24 13:29:37',1114
'2022-11-24 15:08:20',1115
'2022-11-26 14:10:39',1116
'2022-11-28 12:37:55',1117
'2022-11-29 15:11:51',1118
'2022-11-29 16:08:10',1119
'2022-11-29 19:22:55',1120
'2022-11-30 10:57:01',1121
'2022-11-30 13:50:17',1122
'2022-12-01 17:29:53',1123
'2022-12-02 09:36:00',1124
'2022-12-02 10:05:57',1125
'2022-12-05 12:56:47',1126
'2022-12-06 04:38:47',1127
'2022-12-06 08:21:04',1128
'2022-12-07 12:38:27',1129
'2022-12-08 13:56:38',1130
'2022-12-09 13:33:49',1131
'2022-12-12 06:13:22',1132
'2022-12-13 01:03:38',1133
'2022-12-13 18:34:25',1134
'2022-12-13 23:49:11',1135
'2022-12-14 09:01:10',1136
'2022-12-14 11:15:28',1137
'2022-12-14 18:05:42',1138
'2022-12-15 00:21:37',1139
'2022-12-16 13:25:30',1140
'2022-12-17 08:01:20',1141
'2022-12-19 23:53:06',1142
'2022-12-19 23:53:06',1143
'2022-12-19 23:53:06',1144
'2022-12-19 23:53:06',1145
'2022-12-19 23:53:06',1146
'2022-12-22 14:43:29',1147
'2022-12-23 08:17:11',1148
'2022-12-23 08:17:11',1149
'2022-12-26 14:37:31',1150
'2022-12-27 12:30:41',1151
'2022-12-28 10:41:41',1152
'2022-12-28 14:10:49',1153
'2022-12-29 07:24:41',1154
'2023-01-02 10:32:18',1155
'2023-01-03 15:08:12',1156
'2023-01-04 19:27:32',1157
'2023-01-04 20:52:04',1158
'2023-01-05 02:57:42',1159
'2023-01-07 10:42:18',1160
'2023-01-07 12:26:02',1161
